line_id,blueprint_id,line_number,content
BP06:00862,BP06,862,"  computed_at             TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP06:00863,BP06,863,"  valid_until             TIMESTAMPTZ NOT NULL,"
BP06:00864,BP06,864,"  invalidated_at          TIMESTAMPTZ,"
BP06:00865,BP06,865,"  UNIQUE(workspace_id, route_id)"
BP06:00866,BP06,866,);
BP06:00867,BP06,867,ALTER TABLE precomputed_answers ENABLE ROW LEVEL SECURITY;
BP06:00868,BP06,868,CREATE POLICY precomputed_ws_policy ON precomputed_answers
BP06:00869,BP06,869,"  USING (workspace_id = current_setting('app.workspace_id')::UUID);"
BP06:00870,BP06,870,CREATE TABLE reasoning_depth_overrides (
BP06:00871,BP06,871,"  id                      UUID PRIMARY KEY DEFAULT uuidv7_generate(),"
BP06:00872,BP06,872,"  workspace_id            UUID NOT NULL REFERENCES workspaces(id),"
BP06:00873,BP06,873,"  intent_pattern          VARCHAR(128) NOT NULL,"
BP06:00874,BP06,874,"  forced_depth            reasoning_depth NOT NULL,"
BP06:00875,BP06,875,"  reason                  TEXT NOT NULL,"
BP06:00876,BP06,876,"  created_at              TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP06:00877,BP06,877,"  UNIQUE(workspace_id, intent_pattern)"
BP06:00878,BP06,878,);
BP06:00879,BP06,879,ALTER TABLE reasoning_depth_overrides ENABLE ROW LEVEL SECURITY;
BP06:00880,BP06,880,CREATE POLICY depth_overrides_ws_policy ON reasoning_depth_overrides
BP06:00881,BP06,881,"  USING (workspace_id = current_setting('app.workspace_id')::UUID);"
BP06:00882,BP06,882,-- Seed top-10 universal fast-path patterns
BP06:00883,BP06,883,"INSERT INTO fast_path_routes (workspace_id, pattern_hash, query_pattern, skill_id, skill_input_template, response_template, confidence_threshold)"
BP06:00884,BP06,884,"SELECT w.id, p.hash, p.pattern, p.skill, p.input::JSONB, p.response, 0.92"
BP06:00885,BP06,885,FROM workspaces w
BP06:00886,BP06,886,CROSS JOIN (VALUES
BP06:00887,BP06,887,"  ('fp_next_meeting',    'what is my next meeting',      'google-calendar', '{""action"":""next_event""}',     'Your next meeting is {title} at {start_time} ({duration}).'),"
BP06:00888,BP06,888,"  ('fp_unread_email',    'how many unread emails',       'gmail-reader',    '{""action"":""unread_count""}',   'You have {count} unread emails. Top: {top_subject} from {top_sender}.'),"
BP06:00889,BP06,889,"  ('fp_weather',         'what is the weather',          'weather-service', '{""action"":""current""}',        'Currently {temp}°{unit} and {condition} in {location}. {forecast_summary}.'),"
BP06:00890,BP06,890,"  ('fp_pending_tasks',   'what are my pending tasks',    'doing-tasks',     '{""action"":""list_pending""}',   'You have {count} pending tasks. Top priority: {top_task}.'),"
BP06:00891,BP06,891,"  ('fp_today_schedule',  'what is on my schedule today', 'google-calendar', '{""action"":""today_events""}',   'You have {count} events today: {event_summary}.'),"
BP06:00892,BP06,892,"  ('fp_next_deadline',   'when is my next deadline',     'doing-tasks',     '{""action"":""next_deadline""}',  'Your next deadline is {task_name} due {due_date} ({time_until}).'),"
BP06:00893,BP06,893,"  ('fp_budget',          'what is my budget remaining',  'cost-optimizer',  '{""action"":""budget_status""}',  'You have ${remaining} remaining this month (${spent}/${limit} used).'),"
BP06:00894,BP06,894,"  ('fp_commute',         'what is my commute time',      'maps-service',    '{""action"":""commute""}',        'Current commute to {destination}: {duration} via {route}. {traffic_status}.'),"
BP06:00895,BP06,895,"  ('fp_recent_messages', 'any new messages',             'gmail-reader',    '{""action"":""recent_summary""}', '{count} new messages in the last hour. Notable: {notable_summary}.'),"
BP06:00896,BP06,896,"  ('fp_active_timers',   'any active timers or reminders','doing-tasks',   '{""action"":""active_timers""}',  '{count} active: {timer_summary}.')"
BP06:00897,BP06,897,") AS p(hash, pattern, skill, input, response);"
BP06:00898,BP06,898,3.7 Migration 009: EQ & Behavioral Calibration (Phase 5)
BP06:00899,BP06,899,SQL
BP06:00900,BP06,900,-- ============================================================================
BP06:00901,BP06,901,-- Migration 009: EQ & Behavioral Calibration
BP06:00902,BP06,902,-- ============================================================================
BP06:00903,BP06,903,"CREATE TYPE verbosity_level AS ENUM ('terse','moderate','verbose');"
BP06:00904,BP06,904,"CREATE TYPE formality_level AS ENUM ('casual','professional','formal');"
BP06:00905,BP06,905,"CREATE TYPE directness_level AS ENUM ('diplomatic','balanced','direct');"
BP06:00906,BP06,906,"CREATE TYPE emoji_usage_level AS ENUM ('none','light','moderate','heavy');"
BP06:00907,BP06,907,"CREATE TYPE humor_tolerance_level AS ENUM ('none','light','moderate','heavy');"
BP06:00908,BP06,908,"CREATE TYPE emotional_state AS ENUM ('calm','stressed','frustrated','excited','low_energy','anxious','neutral');"
BP06:00909,BP06,909,"CREATE TYPE knowledge_file_type AS ENUM ('SOUL','USER','AGENTS','PREFERENCES','BOUNDARIES');"
BP06:00910,BP06,910,CREATE TABLE communication_profiles (
BP06:00911,BP06,911,"  id                        UUID PRIMARY KEY DEFAULT uuidv7_generate(),"
BP06:00912,BP06,912,"  workspace_id              UUID NOT NULL REFERENCES workspaces(id),"
BP06:00913,BP06,913,"  user_id                   UUID NOT NULL,"
BP06:00914,BP06,914,"  verbosity                 verbosity_level NOT NULL DEFAULT 'moderate',"
BP06:00915,BP06,915,"  formality                 formality_level NOT NULL DEFAULT 'professional',"
BP06:00916,BP06,916,"  directness                directness_level NOT NULL DEFAULT 'balanced',"
BP06:00917,BP06,917,"  emoji_usage               emoji_usage_level NOT NULL DEFAULT 'light',"
BP06:00918,BP06,918,"  humor_tolerance           humor_tolerance_level NOT NULL DEFAULT 'light',"
BP06:00919,BP06,919,"  preferred_response_format VARCHAR(16) NOT NULL DEFAULT 'prose'"
BP06:00920,BP06,920,"                            CHECK (preferred_response_format IN ('prose','bullets','structured','minimal')),"
BP06:00921,BP06,921,"  preferred_greeting        VARCHAR(64),"
BP06:00922,BP06,922,"  communication_windows     JSONB NOT NULL DEFAULT '[]',"
BP06:00923,BP06,923,"  sensitivity_topics        TEXT[] NOT NULL DEFAULT '{}',"
BP06:00924,BP06,924,"  pet_peeves                TEXT[] NOT NULL DEFAULT '{}',"
BP06:00925,BP06,925,"  decision_style            VARCHAR(32) CHECK (decision_style IN ('data_driven','gut_instinct','consensus_seeker','quick_decider')),"
BP06:00926,BP06,926,"  information_density       VARCHAR(16) CHECK (information_density IN ('headlines_only','key_details','full_context','deep_dive')),"
BP06:00927,BP06,927,"  calibration_confidence    DECIMAL(3,2) NOT NULL DEFAULT 0.30 CHECK (calibration_confidence BETWEEN 0.00 AND 1.00),"
BP06:00928,BP06,928,"  interaction_count         INTEGER NOT NULL DEFAULT 0,"
BP06:00929,BP06,929,"  last_calibrated_at        TIMESTAMPTZ,"
BP06:00930,BP06,930,"  created_at                TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP06:00931,BP06,931,"  updated_at                TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP06:00932,BP06,932,"  UNIQUE(workspace_id, user_id)"
BP06:00933,BP06,933,);
BP06:00934,BP06,934,ALTER TABLE communication_profiles ENABLE ROW LEVEL SECURITY;
BP06:00935,BP06,935,CREATE POLICY comm_profiles_ws_policy ON communication_profiles
BP06:00936,BP06,936,"  USING (workspace_id = current_setting('app.workspace_id')::UUID);"
BP06:00937,BP06,937,CREATE TABLE emotional_state_log (
BP06:00938,BP06,938,"  id                    UUID PRIMARY KEY DEFAULT uuidv7_generate(),"
BP06:00939,BP06,939,"  workspace_id          UUID NOT NULL REFERENCES workspaces(id),"
BP06:00940,BP06,940,"  user_id               UUID NOT NULL,"
BP06:00941,BP06,941,"  ingress_turn_id       UUID REFERENCES ingress_turns(id),"
BP06:00942,BP06,942,"  detected_state        emotional_state NOT NULL,"
BP06:00943,BP06,943,"  confidence            DECIMAL(3,2) NOT NULL CHECK (confidence BETWEEN 0.00 AND 1.00),"
BP06:00944,BP06,944,"  signals_used          TEXT[] NOT NULL,"
BP06:00945,BP06,945,"  previous_state        emotional_state,"
BP06:00946,BP06,946,"  state_duration_minutes INTEGER,"
BP06:00947,BP06,947,"  created_at            TIMESTAMPTZ NOT NULL DEFAULT now()"
BP06:00948,BP06,948,);
BP06:00949,BP06,949,"CREATE INDEX idx_emotional_state_user ON emotional_state_log(workspace_id, user_id, created_at DESC);"
BP06:00950,BP06,950,ALTER TABLE emotional_state_log ENABLE ROW LEVEL SECURITY;
BP06:00951,BP06,951,CREATE POLICY emotional_state_ws_policy ON emotional_state_log
BP06:00952,BP06,952,"  USING (workspace_id = current_setting('app.workspace_id')::UUID);"
BP06:00953,BP06,953,CREATE TABLE workspace_knowledge_files (
BP06:00954,BP06,954,"  id                    UUID PRIMARY KEY DEFAULT uuidv7_generate(),"
BP06:00955,BP06,955,"  workspace_id          UUID NOT NULL REFERENCES workspaces(id),"
BP06:00956,BP06,956,"  file_type             knowledge_file_type NOT NULL,"
BP06:00957,BP06,957,"  version               INTEGER NOT NULL DEFAULT 1,"
BP06:00958,BP06,958,"  content               JSONB NOT NULL,"
BP06:00959,BP06,959,"  content_hash          VARCHAR(64) NOT NULL,"
BP06:00960,BP06,960,"  is_active             BOOLEAN NOT NULL DEFAULT true,"
BP06:00961,BP06,961,"  created_by            VARCHAR(16) NOT NULL CHECK (created_by IN ('system','user','ai_proposed')),"
BP06:00962,BP06,962,"  approved_by_user      BOOLEAN NOT NULL DEFAULT false,"
BP06:00963,BP06,963,"  created_at            TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP06:00964,BP06,964,"  superseded_at         TIMESTAMPTZ,"
BP06:00965,BP06,965,"  UNIQUE(workspace_id, file_type, version)"
BP06:00966,BP06,966,);
BP06:00967,BP06,967,ALTER TABLE workspace_knowledge_files ENABLE ROW LEVEL SECURITY;
BP06:00968,BP06,968,CREATE POLICY knowledge_files_ws_policy ON workspace_knowledge_files
BP06:00969,BP06,969,"  USING (workspace_id = current_setting('app.workspace_id')::UUID);"
BP06:00970,BP06,970,3.8 Migration 010: Digital Wallet (Phase 6)
BP06:00971,BP06,971,SQL
BP06:00972,BP06,972,-- ============================================================================
BP06:00973,BP06,973,-- Migration 010: Digital Wallet & Autonomous Spending
BP06:00974,BP06,974,-- ============================================================================
BP06:00975,BP06,975,"CREATE TYPE wallet_tx_state AS ENUM ('proposed','pending_approval','authorized','processing','completed','failed','reversed','disputed');"
BP06:00976,BP06,976,"CREATE TYPE merchant_status AS ENUM ('approved','blocked','pending_review');"
BP06:00977,BP06,977,"CREATE TYPE purchase_category AS ENUM ('subscription','one_time','booking','freelancer','supplies','food','transport','gift','other');"
BP06:00978,BP06,978,CREATE TABLE digital_wallets (
BP06:00979,BP06,979,"  id                          UUID PRIMARY KEY DEFAULT uuidv7_generate(),"
BP06:00980,BP06,980,"  workspace_id                UUID NOT NULL REFERENCES workspaces(id),"
BP06:00981,BP06,981,"  balance_cents               BIGINT NOT NULL DEFAULT 0 CHECK (balance_cents >= 0),"
BP06:00982,BP06,982,"  currency                    VARCHAR(3) NOT NULL DEFAULT 'USD',"
BP06:00983,BP06,983,"  funding_source_type         VARCHAR(16) NOT NULL CHECK (funding_source_type IN ('stripe','manual','prepaid')),"
BP06:00984,BP06,984,"  funding_source_ref          VARCHAR(256),"
BP06:00985,BP06,985,"  auto_reload_enabled         BOOLEAN NOT NULL DEFAULT false,"
BP06:00986,BP06,986,"  auto_reload_threshold_cents BIGINT,"
BP06:00987,BP06,987,"  auto_reload_amount_cents    BIGINT,"
BP06:00988,BP06,988,"  daily_limit_cents           BIGINT NOT NULL DEFAULT 5000,"
BP06:00989,BP06,989,"  monthly_limit_cents         BIGINT NOT NULL DEFAULT 50000,"
BP06:00990,BP06,990,"  single_tx_limit_cents       BIGINT NOT NULL DEFAULT 2000,"
BP06:00991,BP06,991,"  approval_threshold_cents    BIGINT NOT NULL DEFAULT 2000,"
BP06:00992,BP06,992,"  hard_block_cents            BIGINT NOT NULL DEFAULT 50000,"
BP06:00993,BP06,993,"  spent_today_cents           BIGINT NOT NULL DEFAULT 0,"
BP06:00994,BP06,994,"  spent_this_month_cents      BIGINT NOT NULL DEFAULT 0,"
BP06:00995,BP06,995,"  is_active                   BOOLEAN NOT NULL DEFAULT true,"
BP06:00996,BP06,996,"  created_at                  TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP06:00997,BP06,997,"  updated_at                  TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP06:00998,BP06,998,"  UNIQUE(workspace_id)"
BP06:00999,BP06,999,);
BP06:01000,BP06,1000,ALTER TABLE digital_wallets ENABLE ROW LEVEL SECURITY;
BP06:01001,BP06,1001,CREATE POLICY wallets_ws_policy ON digital_wallets
BP06:01002,BP06,1002,"  USING (workspace_id = current_setting('app.workspace_id')::UUID);"
BP06:01003,BP06,1003,CREATE TABLE approved_merchants (
BP06:01004,BP06,1004,"  id                    UUID PRIMARY KEY DEFAULT uuidv7_generate(),"
BP06:01005,BP06,1005,"  workspace_id          UUID NOT NULL REFERENCES workspaces(id),"
BP06:01006,BP06,1006,"  merchant_name         VARCHAR(256) NOT NULL,"
BP06:01007,BP06,1007,"  merchant_domain       VARCHAR(256),"
BP06:01008,BP06,1008,"  category              purchase_category NOT NULL,"
BP06:01009,BP06,1009,"  status                merchant_status NOT NULL DEFAULT 'pending_review',"
BP06:01010,BP06,1010,"  max_single_tx_cents   BIGINT,"
BP06:01011,BP06,1011,"  monthly_limit_cents   BIGINT,"
BP06:01012,BP06,1012,"  spent_this_month_cents BIGINT NOT NULL DEFAULT 0,"
BP06:01013,BP06,1013,"  approved_at           TIMESTAMPTZ,"
BP06:01014,BP06,1014,"  created_at            TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP06:01015,BP06,1015,"  UNIQUE(workspace_id, merchant_domain)"
BP06:01016,BP06,1016,);
BP06:01017,BP06,1017,ALTER TABLE approved_merchants ENABLE ROW LEVEL SECURITY;
BP06:01018,BP06,1018,CREATE POLICY merchants_ws_policy ON approved_merchants
BP06:01019,BP06,1019,"  USING (workspace_id = current_setting('app.workspace_id')::UUID);"
BP06:01020,BP06,1020,CREATE TABLE wallet_transactions (
BP06:01021,BP06,1021,"  id                    UUID PRIMARY KEY DEFAULT uuidv7_generate(),"
BP06:01022,BP06,1022,"  workspace_id          UUID NOT NULL REFERENCES workspaces(id),"
BP06:01023,BP06,1023,"  wallet_id             UUID NOT NULL REFERENCES digital_wallets(id),"
BP06:01024,BP06,1024,"  state                 wallet_tx_state NOT NULL DEFAULT 'proposed',"
BP06:01025,BP06,1025,"  amount_cents          BIGINT NOT NULL CHECK (amount_cents > 0),"
BP06:01026,BP06,1026,"  currency              VARCHAR(3) NOT NULL DEFAULT 'USD',"
BP06:01027,BP06,1027,"  purchase_category     purchase_category NOT NULL,"
BP06:01028,BP06,1028,"  merchant_name         VARCHAR(256) NOT NULL,"
BP06:01029,BP06,1029,"  merchant_id           UUID REFERENCES approved_merchants(id),"
BP06:01030,BP06,1030,"  description           TEXT NOT NULL,"
BP06:01031,BP06,1031,"  skill_id              VARCHAR(64),"
BP06:01032,BP06,1032,"  workflow_id           UUID,"
BP06:01033,BP06,1033,"  payment_provider_ref  VARCHAR(256),"
BP06:01034,BP06,1034,"  receipt_url           TEXT,"
BP06:01035,BP06,1035,"  requires_approval     BOOLEAN NOT NULL DEFAULT true,"
BP06:01036,BP06,1036,"  approved_at           TIMESTAMPTZ,"
BP06:01037,BP06,1037,"  approved_by           VARCHAR(16) CHECK (approved_by IN ('user','auto_policy','admin')),"
BP06:01038,BP06,1038,"  idempotency_key       VARCHAR(128) NOT NULL UNIQUE,"
BP06:01039,BP06,1039,"  created_at            TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP06:01040,BP06,1040,"  updated_at            TIMESTAMPTZ NOT NULL DEFAULT now()"
BP06:01041,BP06,1041,);
BP06:01042,BP06,1042,"CREATE INDEX idx_wallet_tx_ws ON wallet_transactions(workspace_id, created_at DESC);"
BP06:01043,BP06,1043,"CREATE INDEX idx_wallet_tx_state ON wallet_transactions(workspace_id, state);"
BP06:01044,BP06,1044,ALTER TABLE wallet_transactions ENABLE ROW LEVEL SECURITY;
BP06:01045,BP06,1045,CREATE POLICY wallet_tx_ws_policy ON wallet_transactions
BP06:01046,BP06,1046,"  USING (workspace_id = current_setting('app.workspace_id')::UUID);"
BP06:01047,BP06,1047,-- Daily reset trigger for spent_today_cents
BP06:01048,BP06,1048,CREATE OR REPLACE FUNCTION reset_daily_wallet_spending() RETURNS void AS $$
BP06:01049,BP06,1049,"  UPDATE digital_wallets SET spent_today_cents = 0, updated_at = now();"
BP06:01050,BP06,1050,$$ LANGUAGE sql;
BP06:01051,BP06,1051,-- Scheduled via Temporal cron at 00:00 UTC daily
BP06:01052,BP06,1052,3.9 Migrations 011-015: Supplementary Gaps (Summarized)
BP06:01053,BP06,1053,SQL
BP06:01054,BP06,1054,-- ============================================================================
BP06:01055,BP06,1055,-- Migration 011: User Onboarding (Phase 7A)
BP06:01056,BP06,1056,-- ============================================================================
BP06:01057,BP06,1057,CREATE TYPE onboarding_state AS ENUM (
BP06:01058,BP06,1058,"  'channel_connect','phone_verify','profile_create','soul_init','user_init',"
BP06:01059,BP06,1059,"  'oauth_connect','edge_agent_install','preference_calibrate','first_value','complete'"
BP06:01060,BP06,1060,);
BP06:01061,BP06,1061,CREATE TABLE onboarding_sessions (
BP06:01062,BP06,1062,"  id                      UUID PRIMARY KEY DEFAULT uuidv7_generate(),"
BP06:01063,BP06,1063,"  workspace_id            UUID NOT NULL REFERENCES workspaces(id),"
BP06:01064,BP06,1064,"  user_id                 UUID NOT NULL,"
BP06:01065,BP06,1065,"  current_state           onboarding_state NOT NULL DEFAULT 'channel_connect',"
BP06:01066,BP06,1066,"  completed_states        onboarding_state[] NOT NULL DEFAULT '{}',"
BP06:01067,BP06,1067,"  skipped_states          onboarding_state[] NOT NULL DEFAULT '{}',"
BP06:01068,BP06,1068,"  oauth_services_connected TEXT[] NOT NULL DEFAULT '{}',"
BP06:01069,BP06,1069,"  edge_agent_installed    BOOLEAN NOT NULL DEFAULT false,"
BP06:01070,BP06,1070,"  discovery_answers       JSONB NOT NULL DEFAULT '{}',"
BP06:01071,BP06,1071,"  started_at              TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP06:01072,BP06,1072,"  completed_at            TIMESTAMPTZ,"
BP06:01073,BP06,1073,"  abandoned_at            TIMESTAMPTZ,"
BP06:01074,BP06,1074,"  UNIQUE(workspace_id, user_id)"
BP06:01075,BP06,1075,);
BP06:01076,BP06,1076,ALTER TABLE onboarding_sessions ENABLE ROW LEVEL SECURITY;
BP06:01077,BP06,1077,CREATE POLICY onboarding_ws_policy ON onboarding_sessions
BP06:01078,BP06,1078,"  USING (workspace_id = current_setting('app.workspace_id')::UUID);"
BP06:01079,BP06,1079,-- ============================================================================
BP06:01080,BP06,1080,-- Migration 012: Billing & Subscriptions (Phase 7B)
BP06:01081,BP06,1081,-- ============================================================================
BP06:01082,BP06,1082,"CREATE TYPE subscription_status AS ENUM ('trialing','active','past_due','canceled','paused');"
BP06:01083,BP06,1083,"CREATE TYPE billing_interval AS ENUM ('monthly','annual');"
